[ 2012-03-23T08:29:33+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:06:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:06:56+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.003572s ]
[ 2012-03-23T23:06:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.003698s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run CheckRoute Behavior [ RunTime:0.001297s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001440s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000858s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000961s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005798s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | SQL: INSERT INTO `books` (`bookTitle`,`bookDescribe`,`bookClassId`,`bookType`,`bookAuthorId`) VALUES ('demo1','demo21','5','0','22') [ RunTime:0.004279s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run LocationTemplate Behavior [ RunTime:0.001417s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.001519s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run ParseTemplate Behavior [ RunTime:0.030330s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030448s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run ContentReplace Behavior [ RunTime:0.000658s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run TokenBuild Behavior [ RunTime:0.000647s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000455s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000721s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002735s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.003319s ]
[ 2012-03-23T23:07:05+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.003418s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.001249s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.001391s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000843s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000944s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004280s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.004530s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.000739s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.000832s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.027594s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027704s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.000667s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.000714s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000467s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.000976s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003099s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.003593s ]
[ 2012-03-23T23:07:06+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.003719s ]
[ 2012-03-23T23:07:07+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:07:07+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.002293s ]
[ 2012-03-23T23:07:07+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.002446s ]
[ 2012-03-23T23:07:07+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:07:07+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001872s ]
[ 2012-03-23T23:07:07+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001991s ]
[ 2012-03-23T23:07:07+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004540s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books`  [ RunTime:0.003432s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.002349s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.002449s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.031066s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031173s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.001432s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.001438s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001387s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.001504s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006047s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.004627s ]
[ 2012-03-23T23:07:08+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.004736s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.002036s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.002182s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001556s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001661s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004354s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.003949s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.002705s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.002806s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.033306s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033417s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.001611s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.001486s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001370s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.001519s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006271s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.005500s ]
[ 2012-03-23T23:07:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.005625s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001281s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001425s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000871s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000973s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.006006s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books`  [ RunTime:0.004154s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.001582s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.001681s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.029204s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029312s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000674s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000678s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000470s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.001189s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003267s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.004921s ]
[ 2012-03-23T23:07:44+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.005028s ]
[ 2012-03-23T23:07:45+08:00 ] /www/read/Author/add_Content | ERR: (ThinkException) 无法加载模块AddContent
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.001980s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.002124s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001546s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001651s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004412s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.004767s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.003407s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.003509s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.035162s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.035275s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.002090s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.002101s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001906s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.002151s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008534s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.005476s ]
[ 2012-03-23T23:08:58+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.005603s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001281s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001425s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000880s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000990s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004650s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books`  [ RunTime:0.004325s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.004456s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.004561s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.034833s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034942s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.002016s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.002038s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002068s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.001886s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008303s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.005113s ]
[ 2012-03-23T23:08:59+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.005223s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/logout | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/logout | INFO: Run CheckRoute Behavior [ RunTime:0.001251s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/logout | INFO: Tag[ route_check ] --END-- [ RunTime:0.001394s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/logout | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/logout | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000858s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/logout | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000959s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run CheckRoute Behavior [ RunTime:0.001247s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001391s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000848s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000950s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run LocationTemplate Behavior [ RunTime:0.003207s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.003307s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run ParseTemplate Behavior [ RunTime:0.037304s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.037415s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run ContentReplace Behavior [ RunTime:0.002047s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run TokenBuild Behavior [ RunTime:0.002150s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001917s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001832s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008231s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ view_end ] --START--
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.005295s ]
[ 2012-03-23T23:09:14+08:00 ] /www/read/Author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.005421s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/Admin | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:09:20+08:00 ] /www/read/Admin | INFO: Run CheckRoute Behavior [ RunTime:0.001269s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/Admin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001411s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/Admin | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:09:20+08:00 ] /www/read/Admin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000861s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/Admin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000963s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ route_check ] --START--
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.001263s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001403s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000857s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000960s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ view_template ] --START--
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.003316s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.003417s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.070359s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.070470s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.002048s ]
[ 2012-03-23T23:09:20+08:00 ] /www/read/admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.002152s ]
