[ 2012-03-24T20:00:44+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:18:42+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001443s ]
[ 2012-03-24T20:18:42+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006256s ]
[ 2012-03-24T20:18:42+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:18:42+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.004472s ]
[ 2012-03-24T20:18:42+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.004590s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:18:46+08:00 ] /www/read/author | INFO: Run CheckRoute Behavior [ RunTime:0.001480s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.001710s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:18:46+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000912s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001028s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run CheckRoute Behavior [ RunTime:0.001243s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001383s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000974s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001096s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --START--
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001427s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001521s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run ParseTemplate Behavior [ RunTime:0.017461s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017564s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run ContentReplace Behavior [ RunTime:0.000646s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run TokenBuild Behavior [ RunTime:0.000714s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000482s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000752s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002890s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.003931s ]
[ 2012-03-24T20:18:46+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.004222s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:18:54+08:00 ] /www/read/Author/check | INFO: Run CheckRoute Behavior [ RunTime:0.001225s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.001365s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:18:54+08:00 ] /www/read/Author/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001187s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001296s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/Author/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.004945s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/Author/check | SQL: SELECT `id` FROM `user` WHERE ( `userName` = 'author' ) AND ( `userPass` = 'author' ) AND ( `state` = 1 ) AND ( `userType` = 1 ) LIMIT 1   [ RunTime:0.003218s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run CheckRoute Behavior [ RunTime:0.001301s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.002298s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000903s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001013s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ view_template ] --START--
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run LocationTemplate Behavior [ RunTime:0.002138s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ view_template ] --END-- [ RunTime:0.002326s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run ParseTemplate Behavior [ RunTime:0.018094s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018205s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run ContentReplace Behavior [ RunTime:0.000691s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run TokenBuild Behavior [ RunTime:0.000655s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000445s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run ShowRuntime Behavior [ RunTime:0.000709s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002742s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Run ShowPageTrace Behavior [ RunTime:0.003396s ]
[ 2012-03-24T20:18:54+08:00 ] /www/read/author | INFO: Tag[ view_end ] --END-- [ RunTime:0.003491s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001436s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001584s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000848s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000951s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004396s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003459s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.001492s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.001588s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.018304s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018409s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000653s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000645s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000440s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.000949s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002933s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.003438s ]
[ 2012-03-24T20:18:55+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.003544s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run CheckRoute Behavior [ RunTime:0.001297s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001435s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000893s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000994s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005172s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.010413s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run LocationTemplate Behavior [ RunTime:0.001548s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001646s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ParseTemplate Behavior [ RunTime:0.018666s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018769s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ContentReplace Behavior [ RunTime:0.000663s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run TokenBuild Behavior [ RunTime:0.000706s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000451s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowRuntime Behavior [ RunTime:0.000710s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002769s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowPageTrace Behavior [ RunTime:0.003653s ]
[ 2012-03-24T20:18:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --END-- [ RunTime:0.003757s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run CheckRoute Behavior [ RunTime:0.002029s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002170s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001513s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001618s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004865s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.004146s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run LocationTemplate Behavior [ RunTime:0.002263s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002362s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ParseTemplate Behavior [ RunTime:0.022626s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022730s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ContentReplace Behavior [ RunTime:0.001399s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run TokenBuild Behavior [ RunTime:0.002042s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001280s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowRuntime Behavior [ RunTime:0.001477s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006516s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowPageTrace Behavior [ RunTime:0.004897s ]
[ 2012-03-24T20:19:02+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --END-- [ RunTime:0.005010s ]
[ 2012-03-24T20:20:05+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:20:05+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run CheckRoute Behavior [ RunTime:0.001985s ]
[ 2012-03-24T20:20:05+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002130s ]
[ 2012-03-24T20:20:05+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:20:05+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001543s ]
[ 2012-03-24T20:20:05+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001655s ]
[ 2012-03-24T20:20:07+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:2.022235s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:1.011463s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run LocationTemplate Behavior [ RunTime:0.002355s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002453s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ParseTemplate Behavior [ RunTime:0.023293s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023397s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ContentReplace Behavior [ RunTime:0.001672s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run TokenBuild Behavior [ RunTime:0.001636s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001174s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowRuntime Behavior [ RunTime:0.001427s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006182s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowPageTrace Behavior [ RunTime:0.005589s ]
[ 2012-03-24T20:20:08+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --END-- [ RunTime:0.005699s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run CheckRoute Behavior [ RunTime:0.003833s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --END-- [ RunTime:0.004001s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002137s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002246s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004330s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.004790s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run LocationTemplate Behavior [ RunTime:0.002258s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002356s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ParseTemplate Behavior [ RunTime:0.034206s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034312s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ContentReplace Behavior [ RunTime:0.001464s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run TokenBuild Behavior [ RunTime:0.001878s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001412s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowRuntime Behavior [ RunTime:0.001478s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006616s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowPageTrace Behavior [ RunTime:0.006049s ]
[ 2012-03-24T20:20:24+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --END-- [ RunTime:0.006152s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run CheckRoute Behavior [ RunTime:0.002083s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002231s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001637s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001746s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004113s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003651s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run LocationTemplate Behavior [ RunTime:0.002897s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003005s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ParseTemplate Behavior [ RunTime:0.055755s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.055865s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ContentReplace Behavior [ RunTime:0.001418s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run TokenBuild Behavior [ RunTime:0.001611s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001236s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowRuntime Behavior [ RunTime:0.001496s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006050s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowPageTrace Behavior [ RunTime:0.005261s ]
[ 2012-03-24T20:20:52+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --END-- [ RunTime:0.005369s ]
[ 2012-03-24T20:20:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T20:20:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run CheckRoute Behavior [ RunTime:0.001236s ]
[ 2012-03-24T20:20:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001379s ]
[ 2012-03-24T20:20:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T20:20:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001053s ]
[ 2012-03-24T20:20:57+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001161s ]
[ 2012-03-24T20:20:57+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004267s ]
