[ 2012-03-30T13:27:14+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]: &lt;tpl&gt;&lt;tag start=&quot;1&quot; end={$vo1[contentId]/$vo[maxContentId]*10} /&gt;&lt;/tpl&gt; TagLib.class.php 第 115 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]:                         ^ TagLib.class.php 第 115 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]: Entity: line 1: parser error : Couldn't find end of Start Tag tag line 1 TagLib.class.php 第 115 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]: &lt;tpl&gt;&lt;tag start=&quot;1&quot; end={$vo1[contentId]/$vo[maxContentId]*10} /&gt;&lt;/tpl&gt; TagLib.class.php 第 115 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]:                         ^ TagLib.class.php 第 115 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/Libary | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-30T22:09:58+08:00 ] /www/read/__PUBLIC__/Images/read/books/coverDemo.jpg | ERR: (ThinkException) 无法加载模块_Public__
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.003192s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.003527s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001727s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001901s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003926s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.001183s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003963s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.001552s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000733s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.000820s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run ParseTemplate Behavior [ RunTime:0.021841s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021920s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run ContentReplace Behavior [ RunTime:0.000659s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run TokenBuild Behavior [ RunTime:0.000664s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000489s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run ShowRuntime Behavior [ RunTime:0.000753s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002806s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --START--
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Run ShowPageTrace Behavior [ RunTime:0.000995s ]
[ 2012-03-30T22:10:18+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --END-- [ RunTime:0.001137s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.001756s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.001942s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001181s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001309s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.002935s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.000669s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003104s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.000747s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000732s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.000818s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run ParseTemplate Behavior [ RunTime:0.021560s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021638s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run ContentReplace Behavior [ RunTime:0.000686s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run TokenBuild Behavior [ RunTime:0.000882s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000738s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run ShowRuntime Behavior [ RunTime:0.000807s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003892s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --START--
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Run ShowPageTrace Behavior [ RunTime:0.000787s ]
[ 2012-03-30T22:10:30+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --END-- [ RunTime:0.000866s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.002638s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.002830s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002043s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002182s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.004300s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.002186s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004103s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.002093s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.002963s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.003091s ]
[ 2012-03-30T22:10:36+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Run ParseTemplate Behavior [ RunTime:0.030795s ]
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030886s ]
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --START--
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Run ContentReplace Behavior [ RunTime:0.001577s ]
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Run TokenBuild Behavior [ RunTime:0.001343s ]
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001134s ]
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Run ShowRuntime Behavior [ RunTime:0.001410s ]
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005728s ]
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --START--
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Run ShowPageTrace Behavior [ RunTime:0.001453s ]
[ 2012-03-30T22:10:37+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --END-- [ RunTime:0.001537s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.001864s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.002003s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001560s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001662s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003381s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.001029s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003160s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.001037s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.002129s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.002222s ]
[ 2012-03-30T22:11:02+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.003139s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.003470s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002632s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002862s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.004735s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.002214s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004118s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.002355s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000987s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.001106s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.003148s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.003479s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002087s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002307s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.004312s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.001299s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004595s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.001791s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000734s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.000820s ]
[ 2012-03-30T22:11:16+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.001299s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.001467s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000842s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000935s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003044s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.001003s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003548s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.001019s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000809s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.000895s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.001273s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.001413s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001065s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001164s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003152s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.001001s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003162s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.000631s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000728s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.000815s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.001252s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.001392s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000853s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000950s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.002941s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.001720s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003818s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.001743s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000755s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.000843s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.001246s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.001383s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000845s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000938s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003063s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.000998s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003145s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.001059s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000950s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.001046s ]
[ 2012-03-30T22:11:17+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-30T22:13:37+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-30T22:13:37+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.002137s ]
[ 2012-03-30T22:13:37+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.002287s ]
[ 2012-03-30T22:13:37+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-30T22:13:37+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001557s ]
[ 2012-03-30T22:13:37+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001656s ]
[ 2012-03-30T22:13:37+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003513s ]
[ 2012-03-30T22:13:37+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.001158s ]
