[ 2012-03-31T10:41:07+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:02:47+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.000857s ]
[ 2012-03-31T16:02:47+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003133s ]
[ 2012-03-31T16:02:47+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:02:47+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.000838s ]
[ 2012-03-31T16:02:47+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.000921s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001476s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001627s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000885s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001046s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003633s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.000764s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.001644s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.001745s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.015257s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015366s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000727s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000832s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000564s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.000945s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003407s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.001436s ]
[ 2012-03-31T16:02:48+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.001540s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run CheckRoute Behavior [ RunTime:0.001323s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001463s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000898s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001006s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003425s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SELECT * FROM `books` WHERE ( `id` = '40' )  [ RunTime:0.001079s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004929s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '40' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.001627s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002102s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run ParseTemplate Behavior [ RunTime:0.016468s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016575s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run ContentReplace Behavior [ RunTime:0.000725s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run TokenBuild Behavior [ RunTime:0.000768s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000509s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run ShowRuntime Behavior [ RunTime:0.000788s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003039s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000834s ]
[ 2012-03-31T16:02:51+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000918s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001329s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001476s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001646s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001752s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003572s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.001209s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.000828s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.000919s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.019885s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019994s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000746s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000786s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000511s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.000813s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003118s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.000924s ]
[ 2012-03-31T16:03:57+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.001013s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run CheckRoute Behavior [ RunTime:0.001315s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001457s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000906s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001007s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003289s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '38' ) ORDER BY contentNum desc  [ RunTime:0.001623s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run LocationTemplate Behavior [ RunTime:0.001841s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001943s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run ParseTemplate Behavior [ RunTime:0.018660s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018780s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run ContentReplace Behavior [ RunTime:0.000694s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run TokenBuild Behavior [ RunTime:0.000706s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000505s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run ShowRuntime Behavior [ RunTime:0.000771s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002940s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000813s ]
[ 2012-03-31T16:03:59+08:00 ] /www/read/Author/content_list?id=38 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000911s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run CheckRoute Behavior [ RunTime:0.001311s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001454s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001089s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001205s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004142s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | SQL: SELECT * FROM `bookcontents` WHERE ( `id` = '19' )  [ RunTime:0.001110s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run LocationTemplate Behavior [ RunTime:0.002119s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002222s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run ParseTemplate Behavior [ RunTime:0.026051s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026164s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run ContentReplace Behavior [ RunTime:0.000909s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run TokenBuild Behavior [ RunTime:0.000792s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000508s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run ShowRuntime Behavior [ RunTime:0.000790s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003250s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000846s ]
[ 2012-03-31T16:04:01+08:00 ] /www/read/Author/Content_edit?id=19 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000928s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001467s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001611s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001454s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001652s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.009168s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.002524s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.001822s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.001917s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.022617s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023221s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000805s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000771s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000625s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.003131s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005642s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.001042s ]
[ 2012-03-31T16:04:09+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.001138s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run CheckRoute Behavior [ RunTime:0.002550s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003159s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001785s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001908s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003599s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | SQL: SELECT * FROM `books` WHERE ( `id` = '38' )  [ RunTime:0.000725s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003335s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '38' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.001953s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run LocationTemplate Behavior [ RunTime:0.000898s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000992s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run ParseTemplate Behavior [ RunTime:0.014711s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014818s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run ContentReplace Behavior [ RunTime:0.000845s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run TokenBuild Behavior [ RunTime:0.000796s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000533s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run ShowRuntime Behavior [ RunTime:0.000758s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003213s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000835s ]
[ 2012-03-31T16:04:11+08:00 ] /www/read/Author/add_Content?id=38 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000955s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001545s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001702s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000908s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001013s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004113s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.001066s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.000890s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.000984s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.016407s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016513s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000717s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000719s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000495s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.000767s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002952s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.000823s ]
[ 2012-03-31T16:04:17+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.000906s ]
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run CheckRoute Behavior [ RunTime:0.001325s ]
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001472s ]
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000881s ]
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000980s ]
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005131s ]
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SELECT * FROM `books` WHERE ( `id` = '40' )  [ RunTime:0.000755s ]
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004031s ]
[ 2012-03-31T16:04:18+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '40' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.002158s ]
