[ 2012-03-26T17:08:58+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Run ParseTemplate Behavior [ RunTime:0.021119s ]
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021230s ]
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Run ContentReplace Behavior [ RunTime:0.001406s ]
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Run TokenBuild Behavior [ RunTime:0.001345s ]
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001149s ]
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001426s ]
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005601s ]
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Tag[ view_end ] --START--
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002034s ]
[ 2012-03-26T20:56:04+08:00 ] /www/read/ebook/bookid/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002123s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run CheckRoute Behavior [ RunTime:0.001308s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001452s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000843s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000941s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | NOTIC: [8] Undefined index:  bookid EbookAction.class.php 第 13 行.
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | NOTIC: [8] Undefined index:  contentnum EbookAction.class.php 第 14 行.
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004190s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.004042s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run LocationTemplate Behavior [ RunTime:0.001794s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001891s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run ParseTemplate Behavior [ RunTime:0.018259s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018367s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run ContentReplace Behavior [ RunTime:0.000621s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run TokenBuild Behavior [ RunTime:0.000627s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000443s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run ShowRuntime Behavior [ RunTime:0.000712s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002646s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001787s ]
[ 2012-03-26T20:56:12+08:00 ] /www/read/ebook/bookid/30 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001875s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001972s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002118s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001463s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001564s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 13 行.
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 14 行.
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004377s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.003892s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.002483s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002582s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.021434s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021545s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ContentReplace Behavior [ RunTime:0.001312s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run TokenBuild Behavior [ RunTime:0.001351s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001144s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001529s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005611s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002414s ]
[ 2012-03-26T20:58:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002511s ]
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.002651s ]
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002845s ]
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002044s ]
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002180s ]
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 13 行.
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 14 行.
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.010651s ]
[ 2012-03-26T20:59:05+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.003729s ]
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001234s ]
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001371s ]
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001002s ]
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001117s ]
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 13 行.
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 14 行.
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.008199s ]
[ 2012-03-26T20:59:06+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.004634s ]
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.002387s ]
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002528s ]
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000988s ]
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001092s ]
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 13 行.
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 14 行.
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004421s ]
[ 2012-03-26T20:59:15+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.003806s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001294s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001432s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000831s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000928s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 13 行.
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 14 行.
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004502s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.003723s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001484s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001629s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001202s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001310s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 13 行.
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 14 行.
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004267s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.003906s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001239s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001376s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000843s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000944s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 13 行.
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined index:  URL EbookAction.class.php 第 14 行.
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004742s ]
[ 2012-03-26T20:59:16+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = null ) AND ( `contentNum` = null )  [ RunTime:0.004195s ]
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001276s ]
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001415s ]
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000847s ]
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000946s ]
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | NOTIC: [8] Undefined offset:  4 EbookAction.class.php 第 14 行.
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004396s ]
[ 2012-03-26T21:00:32+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '1' ) AND ( `contentNum` = null )  [ RunTime:0.003755s ]
[ 2012-03-26T21:00:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:00:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001296s ]
[ 2012-03-26T21:00:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001435s ]
[ 2012-03-26T21:00:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:00:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000880s ]
[ 2012-03-26T21:00:44+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000982s ]
[ 2012-03-26T21:00:44+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003869s ]
[ 2012-03-26T21:00:44+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '30' ) AND ( `contentNum` = '1' )  [ RunTime:0.007090s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001742s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001929s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001157s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001290s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004451s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '30' ) AND ( `contentNum` = '1' )  [ RunTime:0.004589s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.002336s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002441s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.020302s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020408s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ContentReplace Behavior [ RunTime:0.002112s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run TokenBuild Behavior [ RunTime:0.001469s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001237s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001918s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007020s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002058s ]
[ 2012-03-26T21:00:56+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002168s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001888s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002029s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001662s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001768s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004306s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '32' ) AND ( `contentNum` = '1' )  [ RunTime:0.003997s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000738s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000826s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.016572s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016679s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000627s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000639s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000445s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000928s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002894s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000803s ]
[ 2012-03-26T21:01:09+08:00 ] /www/read/ebook/bookid/32/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000884s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001534s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001683s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000862s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000984s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004636s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '1' )  [ RunTime:0.004036s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ view_template ] --START--
